accident_id,city,date,time,day_of_week,location,latitude,longitude,road_type,vehicle_type,weather,light_condition,accident_severity,num_vehicles_involved,num_casualties,speed_limit,traffic_density,weather_temp_c,risk_score,cluster_zone
349,Chennai,2025-10-12,22:31,Wednesday,Velachery Main Road,-0.1062546535562746,0.6004954516620155,2,2,0,1,Minor,-1.2040067457267911,0,0.1692650131551784,2,-0.1646200766537848,0.4,1
350,Chennai,2024-08-31,17:19,Sunday,GST Road,-1.0393450124868222,-1.9231221115814523,0,3,0,1,Minor,0.0105259500298911,1,0.1692650131551784,0,0.5850987378059153,0.58,2
351,Chennai,2025-02-12,8:54,Tuesday,OMR,-1.6508045465295516,0.6091664216095665,3,4,0,2,Minor,1.2250586457865735,2,0.1692650131551784,2,-1.186963914553376,0.63,3
352,Chennai,2024-10-11,18:35,Sunday,GST Road,-0.9422959110483932,-1.902525882448336,0,4,2,0,Serious,1.2250586457865735,0,-0.5096053604618477,0,1.0962706567557097,0.64,2
353,Chennai,2023-12-14,4:08,Saturday,Anna Salai,0.899513959563806,0.9224023055785862,2,4,0,0,Minor,0.0105259500298911,0,0.1692650131551784,2,-0.3690888442337036,0.38,4
354,Chennai,2025-10-19,13:37,Wednesday,Poonamallee High Road,1.131165035030248,-0.9214696206794432,2,4,0,2,Minor,0.0105259500298911,1,1.5270057603892306,0,-1.6640577055731862,0.88,0
355,Chennai,2024-08-04,15:45,Tuesday,Arcot Road,0.6133079146209534,0.2797803303164961,0,0,0,2,Minor,-1.2040067457267911,3,1.5270057603892306,0,-0.5054013559536487,0.57,5
356,Chennai,2025-04-02,14:19,Friday,OMR,-1.637403694265074,0.7463107403483559,2,4,3,1,Serious,1.2250586457865735,1,1.5270057603892306,1,0.1761612026460789,0.81,3
357,Chennai,2025-09-07,17:35,Wednesday,Arcot Road,0.6106744267879828,0.3838896240986533,2,4,0,1,Minor,-1.2040067457267911,1,-0.5096053604618477,2,-0.1986982045837717,0.68,5
358,Chennai,2025-03-28,15:00,Thursday,Velachery Main Road,-0.1174662751636112,0.4456608189182395,1,4,0,1,Minor,-1.2040067457267911,0,1.5270057603892306,1,1.0962706567557097,0.5,1
359,Chennai,2024-07-01,14:07,Wednesday,Anna Salai,0.8895122870762912,0.9412486706349912,0,0,0,1,Minor,-1.2040067457267911,1,-0.5096053604618477,0,-1.186963914553376,0.59,4
360,Chennai,2024-11-05,13:18,Wednesday,Arcot Road,0.6093026765185123,0.2179408128871591,2,2,0,1,Minor,-1.2040067457267911,0,-0.5096053604618477,2,-0.2327763325137585,0.44,5
361,Chennai,2024-01-31,3:44,Thursday,Anna Salai,0.8607756765219157,1.1272537216342111,3,4,0,0,Minor,-1.2040067457267911,0,-0.5096053604618477,1,-0.9484170190434718,0.32,4
362,Chennai,2024-07-13,7:04,Saturday,Arcot Road,0.6135449929574064,0.3246882932529463,3,2,0,0,Minor,-1.2040067457267911,1,0.1692650131551784,2,-0.1646200766537848,0.13,5
363,Chennai,2025-10-28,13:48,Saturday,Poonamallee High Road,1.1233072735692933,-0.757884235155884,1,4,0,0,Minor,0.0105259500298911,1,0.1692650131551784,1,-0.914338891113486,0.31,0
364,Chennai,2024-09-28,14:52,Wednesday,Poonamallee High Road,1.110284265176516,-0.7389965095973304,1,4,0,0,Minor,1.2250586457865735,1,-0.5096053604618477,1,0.6191768657359009,0.32,0
365,Chennai,2023-11-28,11:57,Wednesday,Poonamallee High Road,1.0607958636876271,-0.8284602016010495,1,1,3,2,Serious,-1.2040067457267911,1,-1.188475734078874,1,-2.00483898487305,0.49,0
366,Chennai,2024-01-27,14:15,Sunday,Velachery Main Road,-0.2146954994831185,0.451355220728362,3,4,0,0,Minor,-1.2040067457267911,0,-1.188475734078874,0,-0.471323228023663,0.51,1
367,Chennai,2024-02-25,15:57,Tuesday,Anna Salai,0.9218947958286045,1.0694857899843295,2,4,0,0,Minor,-1.2040067457267911,0,1.5270057603892306,2,0.0739268188561195,0.4,4
368,Chennai,2025-08-04,16:40,Monday,Velachery Main Road,-0.1786556691951768,0.5245686811827494,1,4,0,1,Fatal,1.2250586457865735,1,0.1692650131551784,2,0.8918018891757934,0.54,1
369,Chennai,2023-12-15,23:57,Sunday,Arcot Road,0.6622535247988077,0.256051842989077,3,4,0,1,Fatal,-1.2040067457267911,1,0.1692650131551784,2,-0.0623856928638266,0.62,5
370,Chennai,2025-03-16,21:21,Sunday,Anna Salai,0.8826439038199495,0.9191404502414654,0,4,1,2,Minor,1.2250586457865735,1,-1.188475734078874,0,0.9599581450357648,0.78,4
371,Chennai,2024-01-15,11:42,Friday,Arcot Road,0.6513292336457192,0.3086731345056988,0,2,0,1,Minor,-1.2040067457267911,3,-0.5096053604618477,2,1.5052081919155471,0.43,5
372,Chennai,2025-08-08,13:22,Friday,Arcot Road,0.5796199001879705,0.1804293031663453,1,2,3,0,Serious,0.0105259500298911,0,-1.188475734078874,1,-0.8121045073235268,0.24,5
373,Chennai,2024-05-21,14:59,Monday,GST Road,-0.974103914796466,-1.8064335190565717,3,4,0,2,Minor,-1.2040067457267911,0,-0.5096053604618477,2,-0.9484170190434718,0.57,2
374,Chennai,2025-02-24,19:28,Saturday,Poonamallee High Road,1.147491760905255,-0.8981430467750228,1,2,0,0,Minor,0.0105259500298911,1,0.1692650131551784,0,-3.299807846212533,0.43,0
375,Chennai,2025-03-07,17:01,Friday,Anna Salai,0.8690227900692367,1.1335913275979772,2,4,0,1,Minor,1.2250586457865735,1,0.1692650131551784,0,-1.4255108100632818,0.78,4
376,Chennai,2024-08-08,5:23,Friday,Poonamallee High Road,1.0735967558420385,-0.7552679113626988,1,4,0,0,Minor,-1.2040067457267911,1,1.5270057603892306,0,-1.4255108100632818,0.61,0
377,Chennai,2025-05-13,12:50,Sunday,Velachery Main Road,-0.2131307078959831,0.5306137979986881,1,4,3,0,Minor,-1.2040067457267911,2,-0.5096053604618477,0,-0.4372451000936761,0.8,1
378,Chennai,2023-11-03,13:01,Saturday,Velachery Main Road,-0.2054398933268034,0.5793760743774272,2,4,0,0,Minor,0.0105259500298911,1,0.1692650131551784,2,-1.6640577055731862,0.5,1
379,Chennai,2023-12-29,10:29,Monday,Arcot Road,0.6099473144085724,0.2949187520059231,3,0,3,0,Serious,-1.2040067457267911,0,-0.5096053604618477,0,-0.6757919956035805,0.61,5
380,Chennai,2024-01-17,9:44,Tuesday,Poonamallee High Road,1.12928776800182,-0.7542985597477999,1,4,0,0,Minor,-1.2040067457267911,3,0.1692650131551784,2,1.4370519360555736,0.43,0
381,Chennai,2025-07-26,18:32,Monday,Velachery Main Road,-0.1173414499836598,0.4289887308567249,0,4,3,0,Serious,0.0105259500298911,3,-0.5096053604618477,1,0.3806299702259965,0.5,1
382,Chennai,2024-07-15,16:28,Friday,Anna Salai,0.8889408987982057,1.0163739172924358,1,4,0,2,Minor,0.0105259500298911,0,-0.5096053604618477,0,-0.8461826352535124,0.69,4
383,Chennai,2024-03-23,17:36,Sunday,Velachery Main Road,-0.1232697644362589,0.5456997990202564,3,0,0,1,Minor,1.2250586457865735,0,1.5270057603892306,0,0.0739268188561195,0.55,1
384,Chennai,2025-08-11,6:04,Saturday,OMR,-1.5894389990991191,0.7197609583373841,3,4,0,2,Minor,1.2250586457865735,0,1.5270057603892306,2,0.1080049467861052,0.65,3
385,Chennai,2025-09-18,13:46,Monday,Arcot Road,0.5690781832996654,0.2180745673822398,2,4,0,0,Minor,1.2250586457865735,3,-1.188475734078874,1,-1.8344483452231184,0.41,5
386,Chennai,2024-11-21,10:56,Thursday,Poonamallee High Road,1.1209937761189053,-0.8248002556028696,2,2,3,1,Fatal,-1.2040067457267911,0,-0.5096053604618477,0,-0.0964638207938123,0.77,0
387,Chennai,2024-05-14,17:56,Tuesday,Poonamallee High Road,1.050849932636721,-0.7559830168487351,2,4,0,0,Serious,1.2250586457865735,2,-0.5096053604618477,1,0.0739268188561195,0.24,0
388,Chennai,2024-09-13,13:09,Monday,Anna Salai,0.8978880057861804,1.006443688498408,2,2,0,2,Minor,0.0105259500298911,2,1.5270057603892306,2,-2.924948438982682,0.33,4
389,Chennai,2025-04-19,16:31,Friday,Poonamallee High Road,1.1593941310019584,-0.940717563012397,0,3,0,1,Minor,-1.2040067457267911,0,-1.188475734078874,2,-1.6299795776431991,0.44,0
390,Chennai,2024-08-28,16:49,Tuesday,Poonamallee High Road,1.162412676594104,-0.8622784910260632,3,4,0,0,Minor,-1.2040067457267911,1,1.5270057603892306,2,0.8918018891757934,0.41,0
391,Chennai,2024-07-29,12:38,Monday,Velachery Main Road,-0.1637563540071575,0.6339159224316151,1,2,0,2,Minor,-1.2040067457267911,3,0.1692650131551784,0,-0.5054013559536487,0.63,1
392,Chennai,2025-02-02,1:15,Tuesday,Arcot Road,0.5781189837535953,0.3858406045762348,2,2,2,1,Serious,-1.2040067457267911,1,0.1692650131551784,1,0.7895675053858328,0.19,5
393,Chennai,2024-04-18,6:39,Thursday,Poonamallee High Road,1.050194159010016,-0.9150341680488278,1,2,0,0,Minor,1.2250586457865735,2,0.1692650131551784,2,1.1644269126156834,0.31,0
394,Chennai,2024-05-24,13:37,Saturday,OMR,-1.6363933897060128,0.7986272076920795,2,2,3,0,Fatal,-1.2040067457267911,0,-1.188475734078874,2,0.5850987378059153,0.42,3
395,Chennai,2024-05-21,23:08,Saturday,Velachery Main Road,-0.2140524846617349,0.4047071002118821,2,4,0,2,Minor,-1.2040067457267911,0,0.1692650131551784,1,0.9258800171057778,0.5,1
396,Chennai,2023-12-03,8:00,Friday,Anna Salai,0.8578566025474366,0.8970519633659818,2,4,0,2,Serious,1.2250586457865735,0,-0.5096053604618477,1,1.880067599145398,0.49,4
397,Chennai,2025-05-20,11:27,Monday,Anna Salai,0.885483419757477,1.097351482656741,2,3,0,0,Serious,1.2250586457865735,0,1.5270057603892306,2,-0.0283075649338398,0.23,4
398,Chennai,2024-04-11,7:11,Thursday,GST Road,-0.9512103977630046,-1.890559553599328,1,2,3,1,Minor,-1.2040067457267911,1,0.1692650131551784,2,0.1080049467861052,0.72,2
399,Chennai,2024-08-12,13:59,Sunday,Arcot Road,0.5722849493834962,0.2211872121986244,2,2,3,1,Serious,-1.2040067457267911,0,1.5270057603892306,1,1.5733644477755209,0.5,5
400,Chennai,2025-05-02,10:27,Wednesday,OMR,-1.673327568645788,0.714140892585966,3,4,0,2,Serious,-1.2040067457267911,0,-1.188475734078874,1,-0.1986982045837717,0.47,3
401,Chennai,2024-12-01,12:16,Thursday,Poonamallee High Road,1.151891917616167,-0.9152737135981456,1,4,0,2,Minor,-1.2040067457267911,0,-1.188475734078874,2,0.8236456333158196,0.61,0
402,Chennai,2024-07-14,23:18,Monday,GST Road,-0.9236437479629348,-1.936502998158236,2,4,0,2,Minor,1.2250586457865735,0,1.5270057603892306,2,0.0739268188561195,0.57,2
403,Chennai,2025-05-07,13:18,Tuesday,Anna Salai,0.868390258179544,1.110040125263104,2,2,3,0,Minor,0.0105259500298911,2,1.5270057603892306,1,0.0739268188561195,0.27,4
404,Chennai,2025-03-31,10:34,Monday,Arcot Road,0.6086011682700649,0.3300017251401996,1,4,3,1,Minor,1.2250586457865735,1,-1.188475734078874,0,2.152692622585288,1.0,5
405,Chennai,2024-09-28,14:57,Monday,Anna Salai,0.8912707639326005,1.017308127868266,1,4,1,0,Minor,1.2250586457865735,1,0.1692650131551784,2,-0.8461826352535124,0.38,4
406,Chennai,2025-02-19,5:42,Saturday,Poonamallee High Road,1.0866889504652952,-0.7684948915378303,2,4,0,1,Serious,1.2250586457865735,0,-0.5096053604618477,2,0.9599581450357648,0.59,0
407,Chennai,2024-03-11,5:45,Thursday,OMR,-1.657115903214064,0.7652500807347803,0,4,0,1,Serious,0.0105259500298911,1,0.1692650131551784,2,0.4147080981559833,0.55,3
408,Chennai,2023-12-07,7:43,Wednesday,Arcot Road,0.6186932569113592,0.2730183861127939,1,4,0,2,Serious,-1.2040067457267911,1,1.5270057603892306,1,1.2325831684756572,0.47,5
409,Chennai,2024-06-15,17:45,Tuesday,GST Road,-0.9330943125380006,-1.990782910373818,2,2,2,0,Serious,-1.2040067457267911,2,-0.5096053604618477,2,1.6074425757055053,0.28,2
410,Chennai,2025-07-19,10:24,Wednesday,Anna Salai,0.880938060405615,1.119895211133146,0,4,0,0,Serious,1.2250586457865735,2,-0.5096053604618477,0,-1.1528857866233906,0.68,4
411,Chennai,2025-02-16,11:44,Sunday,Poonamallee High Road,1.130681642707392,-0.8083235131204949,1,4,3,2,Fatal,-1.2040067457267911,2,0.1692650131551784,2,0.5850987378059153,0.84,0
412,Chennai,2024-03-09,11:15,Friday,GST Road,-0.9810602795169436,-1.9455102290098043,3,4,0,2,Minor,1.2250586457865735,1,0.1692650131551784,2,1.1303487846856966,0.68,2
413,Chennai,2024-01-20,10:27,Saturday,GST Road,-0.9689340347674216,-1.8071275703413925,2,2,0,1,Minor,1.2250586457865735,2,0.1692650131551784,2,-1.0506514028334313,0.35,2
414,Chennai,2025-03-18,16:04,Tuesday,GST Road,-0.9727000350737148,-1.9894247435801733,2,4,0,0,Serious,1.2250586457865735,1,1.5270057603892306,1,0.2783955864360371,0.28,2
415,Chennai,2024-10-31,7:34,Saturday,Velachery Main Road,-0.2098997255831356,0.5190160603203497,2,4,0,1,Fatal,0.0105259500298911,2,1.5270057603892306,2,-0.8121045073235268,0.64,1
416,Chennai,2024-03-14,7:52,Wednesday,Velachery Main Road,-0.1455157277246652,0.5842038446218752,2,4,0,2,Minor,0.0105259500298911,1,-0.5096053604618477,1,-1.084729530763418,0.5,1
417,Chennai,2023-11-14,16:04,Wednesday,OMR,-1.6740952525245818,0.8290614362458584,0,4,0,1,Minor,-1.2040067457267911,2,0.1692650131551784,1,-2.0729952407330225,0.46,3
418,Chennai,2025-01-06,17:00,Thursday,Velachery Main Road,-0.121704479285893,0.3990118308399678,3,4,0,2,Fatal,0.0105259500298911,3,0.1692650131551784,2,-0.5054013559536487,0.57,1
419,Chennai,2025-06-24,10:43,Wednesday,Arcot Road,0.6018099193844261,0.2944988868924387,3,3,2,2,Serious,1.2250586457865735,3,-1.188475734078874,2,-1.7322139614331586,0.34,5
420,Chennai,2025-09-13,12:48,Friday,GST Road,-0.95190540049016,-1.906051726787492,1,4,2,1,Minor,0.0105259500298911,1,0.1692650131551784,2,-0.7098701235335674,0.61,2
421,Chennai,2024-12-28,16:23,Sunday,Anna Salai,0.9366595190192608,0.8934148257597462,0,2,0,2,Minor,0.0105259500298911,1,-1.188475734078874,2,-0.6757919956035805,0.39,4
422,Chennai,2024-03-31,16:34,Wednesday,Poonamallee High Road,1.112437654179192,-0.92812738505764,1,4,0,1,Minor,1.2250586457865735,1,1.5270057603892306,1,1.2666612964056416,0.58,0
423,Chennai,2024-11-13,14:48,Friday,Arcot Road,0.6300722754302669,0.3740203044190596,2,2,3,2,Serious,0.0105259500298911,0,1.5270057603892306,0,-0.607635739743608,0.78,5
424,Chennai,2025-03-04,11:42,Saturday,Arcot Road,0.5953754287323467,0.2147630740054243,3,2,1,1,Minor,0.0105259500298911,1,-0.5096053604618477,1,1.1303487846856966,0.33,5
425,Chennai,2024-10-17,2:26,Wednesday,Velachery Main Road,-0.2304135701172749,0.6344005697710543,1,2,0,0,Serious,0.0105259500298911,1,0.1692650131551784,2,-0.5735576118136223,0.23,1
426,Chennai,2024-01-23,3:54,Friday,Anna Salai,0.977548949968839,0.9142771571951216,1,2,0,0,Minor,1.2250586457865735,0,-1.188475734078874,2,0.1080049467861052,0.21,4
427,Chennai,2025-01-29,5:44,Wednesday,Poonamallee High Road,1.145500420320965,-0.9199459265304348,2,4,3,0,Minor,0.0105259500298911,3,-0.5096053604618477,2,0.2783955864360371,0.67,0
428,Chennai,2025-07-28,6:09,Monday,Velachery Main Road,-0.1560919945277237,0.536105132080319,3,2,0,2,Minor,-1.2040067457267911,0,-1.188475734078874,2,0.7895675053858328,0.34,1
429,Chennai,2024-08-12,10:23,Sunday,Arcot Road,0.6591988581372923,0.2239457467543036,2,1,0,1,Minor,-1.2040067457267911,2,-1.188475734078874,2,0.7214112495258614,0.4,5
430,Chennai,2025-08-13,19:11,Thursday,OMR,-1.664122480452035,0.6134385594038199,2,2,2,1,Serious,-1.2040067457267911,0,-0.5096053604618477,1,-1.1528857866233906,0.3,3
431,Chennai,2024-02-28,15:33,Sunday,GST Road,-0.9122908305619264,-1.830777774190918,1,2,0,1,Serious,1.2250586457865735,0,-0.5096053604618477,0,1.2666612964056416,0.55,2
432,Chennai,2023-11-20,19:35,Saturday,Velachery Main Road,-0.1729257451682952,0.4406478433769107,0,4,0,1,Minor,-1.2040067457267911,1,-1.188475734078874,1,0.2102393305760646,0.53,1
433,Chennai,2024-11-05,13:48,Friday,Anna Salai,0.8653092312096138,1.099172108783632,1,4,0,2,Fatal,0.0105259500298911,2,-1.188475734078874,2,0.4147080981559833,0.58,4
434,Chennai,2025-01-28,12:47,Thursday,Poonamallee High Road,1.1488718021459636,-0.896702563552058,2,4,1,0,Minor,0.0105259500298911,1,-0.5096053604618477,2,0.7554893774558459,0.35,0
435,Chennai,2024-05-18,13:06,Friday,Velachery Main Road,-0.1099810529069485,0.6289055069238845,3,4,0,0,Minor,0.0105259500298911,0,1.5270057603892306,0,1.0621925288257252,0.58,1
436,Chennai,2025-01-19,13:22,Wednesday,OMR,-1.5994818109744435,0.7268075117423202,3,3,0,0,Minor,1.2250586457865735,2,-0.5096053604618477,2,0.2443174585060514,0.25,3
437,Chennai,2024-02-12,13:08,Tuesday,Arcot Road,0.6316355451388264,0.1622383634407425,3,4,0,1,Serious,1.2250586457865735,0,-0.5096053604618477,2,2.2549270063752487,0.58,5
438,Chennai,2023-11-30,16:37,Monday,Poonamallee High Road,1.0795590749609705,-0.8841810174045249,2,0,3,1,Minor,1.2250586457865735,0,1.5270057603892306,2,-0.0964638207938123,0.63,0
439,Chennai,2025-03-14,16:27,Monday,GST Road,-1.015379807796703,-1.9904746770489283,0,4,0,2,Minor,0.0105259500298911,1,1.5270057603892306,1,0.0739268188561195,0.48,2
440,Chennai,2024-07-31,15:29,Thursday,GST Road,-0.9604022920648038,-1.8570195673318892,1,2,0,1,Serious,0.0105259500298911,1,0.1692650131551784,1,0.142083074716092,0.18,2
441,Chennai,2025-03-19,19:40,Saturday,Arcot Road,0.5730564942182798,0.3872612980095788,2,4,0,0,Serious,0.0105259500298911,3,-1.188475734078874,2,0.2102393305760646,0.42,5
442,Chennai,2025-04-02,21:13,Tuesday,OMR,-1.6232586469212085,0.6547395508438172,3,2,0,1,Minor,-1.2040067457267911,0,1.5270057603892306,0,1.1644269126156834,0.59,3
443,Chennai,2025-07-02,18:04,Thursday,OMR,-1.5602518615671188,0.6941636241573125,2,3,0,0,Serious,0.0105259500298911,4,-0.5096053604618477,0,-1.186963914553376,0.51,3
444,Chennai,2024-10-03,23:11,Friday,GST Road,-0.9190329955330389,-1.9774650796970503,2,4,0,2,Minor,-1.2040067457267911,1,-1.188475734078874,2,0.1761612026460789,0.6,2
445,Chennai,2024-08-22,18:47,Saturday,OMR,-1.5876046584360324,0.8274082135665859,2,4,3,0,Minor,1.2250586457865735,0,0.1692650131551784,1,-0.2668544604437442,0.55,3
446,Chennai,2025-03-13,12:40,Saturday,Arcot Road,0.5704407245761132,0.1891101318895294,1,0,0,2,Minor,-1.2040067457267911,2,-1.188475734078874,2,-0.2668544604437442,0.37,5
447,Chennai,2025-04-20,14:16,Monday,Anna Salai,0.9552473042293336,0.902223082839392,3,2,3,2,Serious,0.0105259500298911,2,0.1692650131551784,1,-0.7780263793935399,0.52,4
448,Chennai,2025-08-29,15:50,Saturday,Anna Salai,0.9687097308439838,0.9548663245211269,3,4,3,2,Minor,0.0105259500298911,0,-0.5096053604618477,1,0.9599581450357648,0.72,4
449,Chennai,2025-05-23,16:49,Thursday,GST Road,-0.9895202011318456,-1.868521724054002,2,4,2,2,Serious,1.2250586457865735,1,-0.5096053604618477,0,-1.561823321783227,0.92,2
450,Chennai,2025-04-10,6:36,Thursday,Anna Salai,0.9256751601477536,1.1130117868785256,2,4,3,2,Minor,-1.2040067457267911,1,-1.188475734078874,1,-1.357354554203308,0.69,4
451,Chennai,2024-05-19,22:19,Saturday,GST Road,-1.0154074499602153,-1.9085024029620248,0,4,3,1,Minor,1.2250586457865735,0,1.5270057603892306,2,-2.0729952407330225,0.85,2
452,Chennai,2025-08-14,12:56,Thursday,OMR,-1.6508165937434591,0.7364706137069584,2,0,1,0,Serious,0.0105259500298911,1,1.5270057603892306,1,1.0281144008957384,0.1,3
453,Chennai,2025-01-21,21:07,Monday,GST Road,-1.0238235781375402,-1.9470134689530811,3,2,0,0,Minor,0.0105259500298911,3,0.1692650131551784,2,-1.0506514028334313,0.15,2
454,Chennai,2025-10-11,12:28,Friday,Arcot Road,0.5823414544047346,0.3355334363465184,2,2,0,2,Minor,1.2250586457865735,1,0.1692650131551784,0,0.142083074716092,0.62,5
455,Chennai,2024-04-26,13:55,Friday,Velachery Main Road,-0.2327916691884681,0.6072518993980477,2,3,0,2,Serious,-1.2040067457267911,0,0.1692650131551784,2,2.357161390165207,0.41,1
456,Chennai,2024-01-16,11:13,Saturday,Poonamallee High Road,1.159158280295296,-0.85173541222023,1,4,0,2,Serious,-1.2040067457267911,1,1.5270057603892306,0,-1.52774519385324,0.83,0
457,Chennai,2024-12-04,12:06,Friday,Anna Salai,0.9153050390727678,0.9212306904585548,2,4,0,1,Minor,0.0105259500298911,1,0.1692650131551784,0,-0.7780263793935399,0.85,4
458,Chennai,2023-12-13,14:31,Saturday,GST Road,-0.9781002822195554,-1.8932809361480711,2,4,3,1,Minor,0.0105259500298911,3,0.1692650131551784,2,1.1303487846856966,0.66,2
459,Chennai,2024-07-21,16:05,Wednesday,Arcot Road,0.6344311877313847,0.2885018602014069,2,1,0,0,Minor,1.2250586457865735,2,0.1692650131551784,0,1.3007394243356285,0.4,5
460,Chennai,2024-01-18,12:07,Wednesday,Arcot Road,0.5899200951877763,0.3905130254363873,3,3,3,0,Minor,-1.2040067457267911,1,0.1692650131551784,1,0.0739268188561195,0.28,5
461,Chennai,2024-04-28,20:59,Saturday,Velachery Main Road,-0.1953843102640857,0.4615176368313188,0,2,0,0,Minor,-1.2040067457267911,2,0.1692650131551784,1,-1.698135833503172,0.02,1
462,Chennai,2023-12-27,23:07,Monday,Arcot Road,0.5751979165160088,0.2182742490323452,3,4,0,1,Minor,1.2250586457865735,0,-0.5096053604618477,2,1.0621925288257252,0.58,5
463,Chennai,2024-09-24,6:48,Friday,GST Road,-0.9927446354028516,-1.8579378605997496,2,4,0,2,Serious,0.0105259500298911,1,-0.5096053604618477,0,0.005770562996147,0.82,2
464,Chennai,2025-06-22,15:33,Thursday,OMR,-1.6161390270876896,0.5934985943790922,1,4,0,1,Serious,1.2250586457865735,0,-1.188475734078874,2,-1.084729530763418,0.63,3
465,Chennai,2025-02-08,7:29,Thursday,Velachery Main Road,-0.1508034078056061,0.5393391406536987,3,4,0,2,Minor,0.0105259500298911,0,-0.5096053604618477,0,2.2549270063752487,0.77,1
466,Chennai,2025-03-13,11:06,Monday,GST Road,-1.0164380941275015,-1.844709609598007,0,4,3,1,Minor,1.2250586457865735,2,1.5270057603892306,0,-0.471323228023663,0.92,2
467,Chennai,2025-07-13,11:47,Monday,Arcot Road,0.6332321529306714,0.3580407516877807,2,4,3,0,Fatal,-1.2040067457267911,1,-0.5096053604618477,1,1.880067599145398,0.49,5
468,Chennai,2024-07-02,5:07,Wednesday,Anna Salai,0.9683100716622892,1.0890298567784071,2,2,0,1,Minor,1.2250586457865735,2,0.1692650131551784,2,-0.5054013559536487,0.46,4
469,Chennai,2023-12-30,15:50,Monday,Poonamallee High Road,1.1606576766187102,-0.7090121630331365,2,0,0,0,Serious,0.0105259500298911,1,1.5270057603892306,0,-0.8121045073235268,0.4,0
470,Chennai,2025-09-28,16:22,Friday,Velachery Main Road,-0.1199405456671866,0.5356339693464748,2,4,0,2,Serious,1.2250586457865735,0,1.5270057603892306,2,0.2783955864360371,0.49,1
471,Chennai,2025-07-09,23:14,Monday,OMR,-1.563723261455129,0.7228013051804493,2,0,0,1,Serious,-1.2040067457267911,0,-0.5096053604618477,1,-1.357354554203308,0.31,3
472,Chennai,2024-11-08,22:04,Tuesday,Anna Salai,0.9033191000965544,1.056896856772242,3,4,0,2,Minor,1.2250586457865735,2,-0.5096053604618477,1,1.0281144008957384,0.58,4
473,Chennai,2024-08-21,13:49,Saturday,Arcot Road,0.6190386650314236,0.1939797621110724,1,4,0,0,Minor,-1.2040067457267911,1,-1.188475734078874,2,-1.186963914553376,0.42,5
474,Chennai,2024-08-08,11:36,Friday,GST Road,-0.9166378414221455,-1.809321230239245,1,4,0,2,Serious,-1.2040067457267911,1,-0.5096053604618477,2,-0.0964638207938123,0.64,2
475,Chennai,2024-03-22,17:54,Tuesday,Anna Salai,0.9240005847825064,0.9984250298452914,1,1,0,0,Minor,1.2250586457865735,1,1.5270057603892306,0,-0.7780263793935399,0.36,4
476,Chennai,2024-07-03,22:18,Tuesday,Poonamallee High Road,1.0867111335056483,-0.8273541926810066,3,4,0,1,Minor,0.0105259500298911,0,-1.188475734078874,2,-0.4031669721636904,0.57,0
477,Chennai,2025-07-15,16:41,Thursday,Velachery Main Road,-0.1321191530496706,0.3979520866237552,3,3,0,0,Serious,1.2250586457865735,1,-0.5096053604618477,1,-1.52774519385324,0.12,1
478,Chennai,2024-07-11,16:21,Thursday,Anna Salai,0.8876759321010442,1.1024108341961218,1,4,0,0,Fatal,0.0105259500298911,3,-0.5096053604618477,1,-1.084729530763418,0.3,4
479,Chennai,2025-08-23,15:52,Thursday,Velachery Main Road,-0.1151417021330812,0.4735594593656069,3,2,0,1,Minor,-1.2040067457267911,0,1.5270057603892306,2,0.0739268188561195,0.38,1
480,Chennai,2024-04-04,1:01,Tuesday,Velachery Main Road,-0.2154836140356183,0.5029353762679417,0,2,0,1,Minor,1.2250586457865735,3,1.5270057603892306,0,-0.8461826352535124,0.65,1
481,Chennai,2024-07-21,11:14,Wednesday,GST Road,-1.0404726187431237,-1.7820716691991738,3,4,0,0,Serious,0.0105259500298911,0,-0.5096053604618477,1,0.5850987378059153,0.24,2
482,Chennai,2025-03-10,4:47,Thursday,Arcot Road,0.6586382530574388,0.3457968373340611,1,2,0,0,Serious,1.2250586457865735,0,0.1692650131551784,2,0.5510206098759284,0.2,5
483,Chennai,2024-04-05,10:43,Wednesday,Poonamallee High Road,1.144392401178246,-0.854466221213959,2,2,3,0,Serious,1.2250586457865735,1,-0.5096053604618477,2,0.2102393305760646,0.41,0
484,Chennai,2024-08-29,10:53,Sunday,OMR,-1.6201710396998334,0.7584757063953609,0,2,0,2,Minor,-1.2040067457267911,0,0.1692650131551784,2,-0.6757919956035805,0.49,3
485,Chennai,2024-07-08,12:55,Sunday,GST Road,-0.9684832745559776,-1.836571617235872,2,3,3,2,Minor,-1.2040067457267911,1,1.5270057603892306,2,0.8236456333158196,0.58,2
486,Chennai,2024-05-07,7:49,Tuesday,Poonamallee High Road,1.0608909647290383,-0.8053899607147749,3,4,0,0,Minor,1.2250586457865735,2,1.5270057603892306,0,-0.6757919956035805,0.64,0
487,Chennai,2025-08-14,15:53,Thursday,Arcot Road,0.5905692553696404,0.3339208309987154,1,4,2,0,Minor,0.0105259500298911,0,0.1692650131551784,2,-2.3796983921028994,0.45,5
488,Chennai,2024-02-07,4:04,Wednesday,Velachery Main Road,-0.1643543229939698,0.636166702178484,0,4,1,0,Minor,-1.2040067457267911,2,0.1692650131551784,2,-0.3350107163037167,0.46,1
